Reporting Date,Furnace,cast,coke_rate_day,coke_rate_cum,productivity_day,productivity_cum,sinter_burden_day,sinter_burden_cum,temperature,Charge,Last-Si,Last-Mn,Last-S,PCI_day,PCI_cum,Coke_ratio_day,Coke_ratio_cum,Hot_metal_day,Hot_Metal_cum,Character Field Length = 10,PCI_day,PCI_cum,Sinter_day,sinter_cum,coke_day,coke_cum,nut_coke_day,nut_coke_cum,nut_coke_rate_day,nut_coke_rate_cum,Ironore_day,Ironore_cum,Sulpher_min,Sulpher_max,H2_top,O2,N2,SlagRate,Pellet_day,Pellet_cum,Pellet_rate_day,Pellet_rate_cum,scrap_day,scrap_cum,fuel_rate_day,fuel_rate_cum,o2_enrichment_day,o2_enrichment_cum,temp_day,temp_cum
8/29/2022,V,14,386,399,2.329,2.066,69,72,1160,124,0.500,0.020,0.050,137.62,136.18,1.67,,8080,207888,,1112,28311,9414,258066,3122,83011,329,8663,40.72,41.67,3793,88117,0.022,0.050,,25284,,389,479,13652,3,4,0,0,,,,,,
8/30/2022,I,9,480,448,1.687,1.654,71,72,1173,198,0.850,0.050,0.037,85.85,80.62,1.88,,2516,73986,,216,5965,3047,88778,1208,33145,95,2470,37.76,33.38,1230,34929,0.035,0.042,,6051,,378,0,0,0,0,0,565,,,,,,
8/30/2022,IV,1,809,509,0.191,0.933,69,75,783,24,,,,0.00,58.82,,,277,40516,,,2383,383,51400,224,20614,0,1000,0.00,24.68,171,17441,,,,,,381,0,0,0,0,0,469,,,,,,
8/30/2022,TOT,25,429,424,1.665,1.718,69,72,,348,,,,130.53,114.56,,,10672,330271,,1393,37836,12978,407792,4579,139917,429,12467,40.20,37.75,5294,144380,,,,,,,485,14137,3,2,0,1034,,,,,,
8/30/2022,V,15,399,399,2.271,2.073,69,72,1160,126,0.780,0.020,0.030,149.38,136.66,1.57,,7879,215769,,1177,29488,9548,267614,3147,86158,334,8997,42.39,41.70,3893,92010,0.023,0.049,,25935,,366,485,14137,3,4,0,0,,,,,,
8/31/2022,I,8,473,455,1.778,1.658,72,72,1147,205,0.980,0.060,0.030,76.57,80.48,1.77,,2651,76637,,203,6168,3160,91938,1255,34900,99,2569,37.34,33.52,1232,36161,0.028,0.036,,4919,,379,0,0,0,0,0,565,,,,,,
8/31/2022,IV,2,925,513,0.249,0.910,69,75,765,29,0.960,0.050,0.041,0.00,58.33,,,361,40853,,,2383,465,51865,334,20948,0,1000,0.00,24.48,206,17647,0.041,0.049,,,,398,0,0,0,0,0,469,,,,,,
8/31/2022,TOT,24,430,425,1.719,1.718,71,72,,358,,,,126.71,114.94,,,11017,341326,,1396,39232,13290,421082,4739,145156,429,12896,38.94,37.78,5040,149420,,,,,,,441,14578,2,2,0,1034,,,,,,
8/31/2022,V,14,394,399,2.307,2.081,71,72,1160,124,0.500,0.020,0.037,149.03,137.07,1.71,,8005,223836,,1193,30681,9665,277279,3150,89308,330,9327,41.22,41.67,3602,95612,0.023,0.045,,25051,,373,441,14578,3,4,0,0,,,,,,
9/1/2022,I,9,464,464,1.731,1.731,71,71,1140,200,0.890,0.040,0.042,85.63,85.63,1.80,,2581,2581,,221,221,3119,3119,1198,1198,96,96,37.19,37.19,1290,1290,0.029,0.048,,6152,,375,0,0,0,0,0,0,,,,,,
9/1/2022,IV,4,463,463,0.537,0.537,66,66,786,50,1.000,0.050,0.042,0.00,0.00,,,778,778,,,,728,728,360,360,0,0,0.00,0.00,377,377,0.042,0.060,,,,370,0,0,0,0,0,0,,,,,,
9/1/2022,TOT,28,427,427,1.694,1.694,70,70,,369,,,,115.84,115.84,,,10860,10860,,1258,1258,13037,13037,4635,4635,413,413,38.03,38.03,5406,5406,,,,,,,67,67,0,0,0,0,,,,,,
9/1/2022,V,15,410,410,2.162,2.162,71,71,1160,119,0.510,0.020,0.029,138.25,138.25,1.78,,7501,7501,,1037,1037,9190,9190,3077,3077,317,317,42.26,42.26,3739,3739,0.025,0.045,,25483,,385,67,67,1,1,0,0,,,,,,
9/2/2022,I,3,575,483,0.363,1.047,71,71,950,46,0.580,0.040,0.049,88.72,86.16,1.67,,541,3122,,48,269,726,3845,311,1509,22,118,40.67,37.80,301,1591,0.049,0.055,,,,377,0,0,0,0,0,0,,,,,,
9/2/2022,IV,6,559,530,1.168,0.850,70,69,934,122,0.550,0.030,0.053,0.00,0.00,1.11,,1691,2463,,,,2036,2764,945,1305,44,44,26.02,17.86,881,1258,0.037,0.053,,,,375,0,0,0,0,0,0,,,,,,
9/2/2022,TOT,23,464,444,1.520,1.609,70,70,,293,,,,119.59,117.51,,,9742,20619,,1165,2423,12228,25265,4519,9154,250,663,25.66,32.15,5118,10524,,,,,,,0,67,0,0,0,0,,,,,,
9/2/2022,V,14,434,422,2.164,2.166,71,71,1160,125,0.560,0.020,0.034,148.74,143.28,1.88,,7510,15034,,1117,2154,9466,18656,3263,6340,184,501,24.50,33.32,3936,7675,0.025,0.038,,23884,,382,0,67,0,0,0,0,,,,,,
9/3/2022,I,3,523,495,0.826,0.973,70,71,983,90,0.940,0.060,0.043,83.67,85.46,,,1231,4353,,103,372,1398,5243,644,2153,45,163,36.56,37.45,482,2073,0.043,0.098,,2106,,383,0,0,0,0,117,117,,,,,,
9/3/2022,IV,8,502,517,1.499,1.067,70,69,986,142,0.720,0.050,0.035,16.12,7.55,1.22,,2171,4634,,35,35,2271,5035,1090,2395,57,101,26.26,21.80,856,2114,0.035,0.055,,1409,,377,0,0,0,0,118,118,,,,,,
9/3/2022,TOT,25,450,446,1.718,1.645,70,70,,361,,,,118.10,117.72,,,11008,31627,,1300,3723,13109,38374,4954,14108,424,1087,38.52,34.37,5278,15802,,,,,,,0,67,0,0,235,235,,,,,,
9/3/2022,V,14,423,422,2.192,2.175,71,71,1160,129,0.830,0.020,0.036,152.77,146.47,1.66,,7606,22640,,1162,3316,9440,28096,3220,9560,322,823,42.33,36.35,3940,11615,0.025,0.043,,27581,,388,0,67,0,0,0,0,,,,,,
9/4/2022,I,9,500,498,1.317,1.054,71,71,1139,146,0.880,0.090,0.038,88.64,86.82,,,1963,6289,,174,546,2253,7496,982,3135,70,233,35.66,37.05,927,3000,0.033,0.054,,2755,,395,0,0,0,0,0,117,,,,,,
9/4/2022,IV,7,581,541,1.301,1.114,70,70,996,141,0.750,0.030,0.045,0.00,5.42,,,1884,6454,,,35,2299,7334,1094,3489,64,165,33.97,25.57,990,3104,0.030,0.049,,,,383,0,0,0,0,0,118,,,,,,
9/4/2022,TOT,32,460,450,1.808,1.685,71,71,,419,,,,111.00,115.94,,,11586,43205,,1286,5009,14236,52610,5335,19443,463,1550,39.96,35.88,5925,21727,,,,,,,0,67,0,0,0,235,,,,,,
9/4/2022,V,16,421,421,2.230,2.195,71,71,1160,132,0.640,0.020,0.025,143.69,145.36,,,7739,30462,,1112,4428,9684,37780,3259,12819,329,1152,42.51,37.82,4008,15623,0.025,0.049,,25512,,369,0,67,0,0,0,0,,,,,,
9/5/2022,I,8,411,475,1.534,1.150,72,72,1124,152,0.920,0.050,0.036,66.03,81.27,1.88,,2287,8576,,151,697,2382,9878,940,4075,74,307,32.36,35.80,913,3913,0.028,0.036,,2826,,376,0,0,0,0,0,117,,,,,,
9/5/2022,IV,9,569,547,1.198,1.131,73,71,969,130,0.900,0.060,0.034,40.37,12.82,1.41,,1734,8188,,70,105,2091,9425,987,4476,58,223,33.45,27.23,786,3890,0.030,0.042,,500,,377,0,0,0,0,0,118,,,,,,
9/5/2022,TOT,32,428,445,1.851,1.718,71,71,,412,,,,114.80,115.69,,,11864,55069,,1362,6371,13944,66554,5080,24523,132,1682,39.21,37.45,5666,27393,,,,,,,0,67,0,0,0,235,,,,,,
9/5/2022,V,15,402,417,2.260,2.208,70,71,1160,130,0.700,0.020,0.026,145.48,145.39,1.67,,7843,38305,,1141,5569,9471,47251,3153,15972,0,1152,42.01,39.11,3967,19590,0.022,0.042,,23960,,365,0,67,0,0,0,0,,,,,,
9/6/2022,I,3,664,495,0.520,1.037,70,71,969,82,0.650,0.040,0.048,68.30,80.86,,,776,9275,,53,750,1287,11165,515,4590,33,340,42.53,36.66,557,4470,0.035,0.048,,3009,,375,0,0,0,0,0,117,,,,,,
9/6/2022,IV,7,481,534,1.356,1.169,70,71,970,126,0.700,0.040,0.040,45.32,19.11,1.35,,1964,10153,,89,194,2104,11529,945,5421,55,278,28.00,27.38,922,4812,0.028,0.045,,1911,,371,0,0,0,0,0,118,,,,,,
9/6/2022,TOT,24,428,443,1.674,1.709,70,71,,335,,,,113.90,115.57,,,10729,65702,,1222,7593,12728,79282,4589,29112,424,2430,39.52,36.99,5396,32789,,,,,,,0,67,0,0,0,235,,,,,,
9/6/2022,V,14,392,413,2.302,2.223,70,71,1160,127,0.580,0.020,0.028,135.19,143.69,1.62,,7989,46274,,1080,6649,9337,56588,3129,19101,336,1812,42.06,39.16,3917,23507,0.028,0.048,,21184,,387,0,67,0,0,0,0,,,,,,
9/7/2022,I,8,419,476,1.977,1.173,73,72,1139,205,0.890,0.070,0.040,70.56,78.24,1.37,,2948,12244,,208,958,3275,14440,1234,5824,97,437,32.90,35.69,1208,5678,0.038,0.055,,4723,,368,0,0,0,0,0,117,,,,,,
9/7/2022,IV,9,531,533,1.307,1.188,72,71,989,138,1.100,0.080,0.028,59.17,25.40,1.22,,1893,12046,,112,306,2355,13884,1005,6426,61,339,32.22,28.14,919,5731,0.028,0.041,,2373,,373,0,0,0,0,0,118,,,,,,
9/7/2022,TOT,32,433,441,1.928,1.740,71,71,,467,,,,115.58,115.54,,,12355,78076,,1428,9021,14825,94107,5350,34462,492,2922,39.82,37.43,5912,38701,,,,,,,0,67,0,0,0,235,,,,,,
9/7/2022,V,15,414,413,2.165,2.214,71,71,1160,124,0.810,0.020,0.046,147.46,144.22,1.66,,7514,53786,,1108,7757,9195,65783,3111,22212,334,2146,44.45,39.90,3785,27292,0.023,0.056,,22400,,385,0,67,0,0,0,0,,,,,,
9/8/2022,I,9,455,472,1.791,1.250,73,72,1139,193,0.880,0.050,0.038,89.85,80.32,1.71,,2671,14915,,240,1198,3246,17686,1216,7040,94,531,35.19,35.60,1216,6894,0.035,0.055,,5391,,376,0,0,0,0,0,117,,,,,,
9/8/2022,IV,8,486,526,1.526,1.230,69,71,999,134,0.740,0.050,0.038,53.85,29.82,1.42,,2210,14252,,119,425,2259,16143,1075,7501,63,402,28.51,28.21,1009,6740,0.030,0.038,,2730,,370,0,0,0,0,0,118,,,,,,
9/8/2022,TOT,32,435,440,1.941,1.766,72,71,,456,,,,111.07,114.90,,,12443,90538,,1382,10403,15188,109295,5410,39872,501,3423,40.26,37.81,5943,44644,,,,,,,0,67,0,0,0,235,,,,,,
9/8/2022,V,15,412,413,2.179,2.211,72,71,1160,129,0.520,0.020,0.039,135.28,143.06,1.56,,7562,61371,,1023,8780,9683,75466,3119,25331,344,2490,45.49,40.57,3718,31010,0.025,0.048,,22895,,383,0,67,0,0,0,0,,,,,,
9/9/2022,I,8,479,473,1.732,1.304,74,72,1141,204,0.860,0.060,0.034,102.98,83.67,1.77,,2583,17498,,266,1464,3493,21179,1238,8278,101,632,39.10,36.12,1197,8091,0.034,0.055,,6129,,400,0,0,0,0,0,117,,,,,,
9/9/2022,IV,1,600,528,0.252,1.122,69,71,772,26,,,,43.84,30.17,1.34,,365,14616,,16,441,408,16551,219,7720,12,414,32.88,28.33,182,6922,,,,,,380,0,0,0,0,0,118,,,,,,
9/9/2022,TOT,24,427,439,1.730,1.762,73,71,,362,,,,128.60,116.40,,,11089,101626,,1426,11829,14118,123413,4730,44602,465,3888,41.93,38.26,5199,49843,,,,,,,0,67,0,0,0,235,,,,,,
9/9/2022,V,15,402,411,2.346,2.226,73,71,1160,132,0.710,0.020,0.033,140.52,142.77,1.66,,8141,69512,,1144,9924,10217,85683,3273,28604,352,2842,43.24,40.89,3820,34830,0.023,0.034,,27186,,379,0,67,0,0,0,0,,,,,,
9/10/2022,I,10,444,469,1.928,1.366,73,72,1148,201,0.730,0.040,0.046,88.38,84.33,1.72,,2874,20372,,254,1718,3406,24585,1275,9553,99,731,34.45,35.88,1112,9203,0.026,0.046,,5698,,399,0,0,0,0,141,258,,,,,,
9/10/2022,IV,8,580,535,1.105,1.117,69,70,970,120,0.920,0.060,0.032,44.38,31.67,1.21,,1600,16168,,71,512,2066,18617,928,8648,55,469,34.38,29.01,779,7701,0.032,0.040,,,,385,0,0,0,0,141,259,,,,,,
9/10/2022,TOT,33,436,439,1.969,1.782,71,71,,453,,,,113.37,116.11,,,12622,114200,,1431,13260,15465,138878,5508,50110,463,4351,36.68,38.10,5899,55742,,,,,,,0,67,0,0,282,517,,,,,,
9/10/2022,V,15,406,411,2.348,2.238,71,71,1160,132,0.460,0.010,0.051,135.74,142.03,1.66,,8148,77660,,1106,11030,9993,95676,3305,31909,309,3151,37.92,40.57,4008,38838,0.025,0.051,,25680,,380,0,67,0,0,0,0,,,,,,
9/11/2022,I,7,465,469,1.825,1.406,74,73,1149,196,0.660,0.050,0.040,92.25,85.40,,,2721,23057,,251,1969,3581,28166,1266,10819,97,828,35.65,35.91,1252,10455,0.029,0.048,,5288,,386,0,0,0,0,0,258,,,,,,
9/11/2022,IV,6,625,540,0.923,1.103,70,71,979,98,0.960,0.050,0.056,73.35,34.72,,,1336,17567,,98,610,1575,20192,835,9483,47,516,35.18,29.37,661,8362,0.052,0.065,,,,381,0,0,0,0,0,259,,,,,,
9/11/2022,TOT,28,446,439,1.880,1.791,72,71,,426,,,,126.17,117.02,,,12047,126298,,1520,14780,15109,153987,5376,55486,475,4826,39.43,38.21,5981,61723,,,,,,,0,67,0,0,0,517,,,,,,
9/11/2022,V,15,410,411,2.303,2.245,71,71,1160,132,0.820,0.020,0.030,146.56,142.41,,,7990,85674,,1171,12201,9953,105629,3275,35184,331,3482,41.43,40.64,4068,42906,0.023,0.054,,28609,,373,0,67,0,0,0,0,,,,,,
9/12/2022,I,8,433,465,1.779,1.437,74,73,1147,163,0.610,0.050,0.033,89.74,85.85,1.87,,2652,25709,,238,2207,3008,31174,1148,11967,83,911,31.30,35.44,1055,11510,0.033,0.085,,2947,,387,0,0,0,0,0,258,,,,,,
9/12/2022,IV,7,527,539,1.052,1.099,70,71,1000,98,0.920,0.050,0.037,93.24,39.39,1.51,,1523,19090,,142,752,1623,21815,803,10286,47,563,30.86,29.49,690,9052,0.032,0.055,,,,375,0,0,0,0,0,259,,,,,,
9/12/2022,TOT,29,421,438,1.875,1.798,71,71,,387,,,,124.14,117.64,,,12019,138317,,1492,16272,14177,168164,5066,60552,435,5261,36.19,38.04,5751,67474,,,,,,,0,67,0,0,0,517,,,,,,
9/12/2022,V,14,397,410,2.261,2.246,70,71,1160,126,0.540,0.020,0.050,141.76,142.36,1.70,,7844,93518,,1112,13313,9546,115175,3115,38299,305,3787,38.88,40.49,4006,46912,0.027,0.050,,19519,,373,0,67,0,0,0,0,,,,,,
9/13/2022,I,9,499,468,1.447,1.438,74,73,1148,159,0.640,0.040,0.040,97.82,86.77,1.87,,2157,27866,,211,2418,2875,34049,1076,13043,78,989,36.16,35.49,986,12496,0.028,0.040,,2194,,383,0,0,0,0,0,258,,,,,,
9/13/2022,IV,9,565,541,1.038,1.094,70,71,975,114,0.890,0.060,0.037,71.86,41.76,1.77,,1503,20593,,108,860,1928,23743,849,11135,56,619,37.26,30.06,846,9898,0.034,0.046,,,,384,0,0,0,0,0,259,,,,,,
9/13/2022,TOT,33,433,437,1.796,1.798,72,71,,394,,,,119.01,117.75,,,11512,149829,,1370,17642,14257,182421,4979,65531,455,5716,39.52,38.15,5573,73047,,,,,,,0,67,0,0,0,517,,,,,,
9/13/2022,V,15,389,408,2.263,2.247,72,71,1160,121,0.680,0.020,0.038,133.85,141.70,1.48,,7852,101370,,1051,14364,9454,124629,3054,41353,321,4108,40.88,40.52,3741,50653,0.025,0.043,,15567,,367,0,67,0,0,0,0,,,,,,
9/14/2022,I,8,439,466,1.696,1.456,75,73,1145,169,0.670,0.040,0.042,88.61,86.93,1.61,,2528,30394,,224,2642,3192,37241,1109,14152,82,1071,32.44,35.24,1059,13555,0.034,0.045,,2052,,381,0,0,0,0,0,258,,,,,,
9/14/2022,IV,8,517,539,1.230,1.104,70,70,989,121,0.830,0.040,0.055,74.68,44.38,1.61,,1781,22374,,133,993,2008,25751,921,12056,56,675,31.44,30.17,880,10778,0.038,0.055,,,,378,0,0,0,0,0,259,,,,,,
9/14/2022,TOT,32,427,437,1.874,1.804,72,71,,414,,,,120.84,117.98,,,12008,161837,,1451,19093,14942,197363,5127,70658,464,6180,38.64,38.19,5825,78872,,,,,,,0,67,0,0,0,517,,,,,,
9/14/2022,V,16,402,408,2.219,2.245,71,71,1160,124,0.800,0.020,0.035,142.10,141.73,1.52,,7699,109069,,1094,15458,9742,134371,3097,44450,326,4434,42.34,40.65,3886,54539,0.028,0.045,,19429,,372,0,67,0,0,0,0,,,,,,
9/15/2022,I,10,442,464,1.777,1.477,75,73,1134,177,0.570,0.050,0.028,82.64,86.58,1.61,,2650,33044,,219,2861,3356,40597,1172,15324,89,1160,33.58,35.10,1116,14671,0.028,0.040,,3743,,383,0,0,0,0,0,258,,,,,,
9/15/2022,IV,6,496,536,0.945,1.093,70,70,951,96,0.880,0.040,0.035,69.44,45.83,,,1368,23742,,95,1088,1596,27347,678,12734,44,719,32.16,30.28,697,11475,0.031,0.039,,,,378,0,0,0,0,0,259,,,,,,
9/15/2022,TOT,31,413,435,1.864,1.808,72,71,,398,,,,119.73,118.10,,,11944,173781,,1430,20523,14762,212125,4930,75588,469,6649,39.27,38.26,5710,84582,,,,,,,0,67,0,0,0,517,,,,,,
9/15/2022,V,15,389,406,2.284,2.248,72,71,1160,125,0.600,0.020,0.049,140.80,141.66,1.56,,7926,116995,,1116,16574,9810,144181,3080,47530,336,4770,42.39,40.77,3897,58436,0.032,0.050,,20055,,380,0,67,0,0,0,0,,,,,,
9/16/2022,I,8,451,463,1.600,1.485,74,73,1138,164,0.600,0.050,0.032,70.83,85.52,1.59,,2386,35430,,169,3030,2938,43535,1075,16399,79,1239,33.11,34.97,1002,15673,0.026,0.047,,1758,,378,0,0,0,0,47,305,,,,,,
9/16/2022,IV,9,466,531,1.309,1.107,70,70,996,130,0.710,0.050,0.038,75.42,48.01,1.43,,1896,25638,,143,1231,2124,29471,884,13618,59,778,31.12,30.35,855,12330,0.036,0.043,,,,370,0,0,0,0,47,306,,,,,,
9/16/2022,TOT,31,415,434,1.830,1.809,73,72,,410,,,,119.60,118.19,,,11731,185512,,1403,21926,14516,226641,4863,80451,449,7098,38.27,38.26,5167,89749,,,,,,,0,67,0,0,94,611,,,,,,
9/16/2022,V,14,390,405,2.147,2.241,74,71,1160,116,0.610,0.010,0.034,146.46,141.95,1.63,,7449,124444,,1091,17665,9454,153635,2904,50434,311,5081,41.75,40.83,3310,61746,0.033,0.054,,15381,,387,0,67,0,0,0,0,,,,,,
9/17/2022,I,9,447,462,1.457,1.484,73,73,1146,144,0.600,0.040,0.043,81.91,85.31,1.77,,2173,37603,,178,3208,2396,45931,971,17370,70,1309,32.21,34.81,855,16528,0.035,0.048,,999,,383,0,0,0,0,47,352,,,,,,
9/17/2022,IV,8,480,528,1.254,1.115,71,71,1000,132,0.550,0.050,0.032,82.05,50.27,1.39,,1816,27454,,149,1380,2140,31611,872,14490,58,836,31.94,30.45,829,13159,0.032,0.046,,,,375,0,0,0,0,47,353,,,,,,
9/17/2022,TOT,31,423,433,1.744,1.805,74,72,,390,,,,123.35,118.48,,,11180,196692,,1379,23305,13938,240579,4726,85177,434,7532,38.82,38.29,4923,94672,,,,,,,0,67,0,0,94,705,,,,,,
9/17/2022,V,14,401,405,2.072,2.231,74,71,1157,114,0.800,0.030,0.026,146.29,142.19,1.49,,7191,131635,,1052,18717,9402,163037,2883,53317,306,5387,42.55,40.92,3239,64985,0.025,0.033,,20190,,387,0,67,0,0,0,0,,,,,,
9/18/2022,I,8,487,463,1.344,1.476,73,73,1148,151,0.800,0.050,0.400,109.28,86.53,,,2004,39607,,219,3427,2598,48529,976,18346,76,1385,37.92,34.97,935,17463,0.027,0.040,,1772,,382,0,0,0,0,47,399,,,,,,
9/18/2022,IV,8,474,524,1.249,1.123,71,71,993,129,0.720,0.050,0.038,84.62,52.39,,,1808,29262,,153,1533,2085,33696,857,15347,56,892,30.97,30.48,818,13977,0.033,0.050,,,,368,0,0,0,0,47,400,,,,,,
9/18/2022,TOT,31,422,432,1.655,1.797,72,72,,386,,,,123.23,118.73,,,10606,207298,,1307,24612,13202,253781,4475,89652,416,7948,39.22,38.34,4981,99653,,,,,,,0,67,0,0,94,799,,,,,,
9/18/2022,V,15,389,404,1.958,2.216,73,72,1140,106,0.630,0.020,0.034,137.62,141.96,,,6794,138429,,935,19652,8519,171556,2642,55959,284,5671,41.80,40.97,3228,68213,0.025,0.044,,10222,,370,0,67,0,0,0,0,,,,,,
9/19/2022,I,10,401,460,1.564,1.480,73,73,1148,148,0.850,0.060,0.037,93.91,86.94,1.68,,2332,41939,,219,3646,2666,51195,935,19281,68,1453,29.16,34.65,1009,18472,0.032,0.044,,2284,,385,0,0,0,0,0,399,,,,,,
9/19/2022,IV,9,458,520,1.403,1.137,70,71,990,140,0.690,0.050,0.036,79.76,54.17,1.45,,2031,31293,,162,1695,2293,35989,931,16278,63,955,31.02,30.52,967,14944,0.028,0.047,,1646,,375,0,0,0,0,0,400,,,,,,
9/19/2022,TOT,34,400,431,1.963,1.806,72,72,,412,,,,115.63,118.55,,,12583,219881,,1455,26067,14126,267907,5038,94690,464,8412,36.88,38.26,5493,105146,,,,,,,0,67,0,0,0,799,,,,,,
9/19/2022,V,15,386,403,2.369,2.224,72,72,1141,124,0.680,0.020,0.033,130.66,141.33,1.55,,8220,146649,,1074,20726,9167,180723,3172,59131,333,6004,40.51,40.94,3517,71730,0.028,0.052,,18883,,383,0,67,0,0,0,0,,,,,,
9/20/2022,I,11,414,457,1.922,1.501,73,73,1149,179,0.420,0.020,0.060,95.64,87.58,1.00,,2865,44758,,274,3920,3299,54494,1185,20466,88,1541,30.72,34.43,1237,19709,0.028,0.060,,5701,,378,0,0,0,0,0,399,,,,,,
9/20/2022,IV,9,482,517,1.636,1.162,70,71,1001,164,0.670,0.040,0.045,75.14,55.64,1.28,,2369,33662,,178,1873,2909,38898,1141,17419,73,1028,30.81,30.54,1218,16162,0.035,0.050,,4073,,375,0,0,0,0,0,400,,,,,,
9/20/2022,TOT,21,474,433,0.909,1.757,71,72,,361,,,,83.10,117.87,,,5824,225261,,484,26551,7503,275410,2760,97450,210,8622,36.06,38.28,3018,108164,,,,,,,0,67,0,0,0,799,,,,,,
9/20/2022,V,1,736,406,0.170,2.116,70,72,800,18,0.720,0.020,0.025,54.24,141.36,1.63,,590,146841,,32,20758,1295,182018,434,59565,49,6053,83.05,41.22,563,72293,0.025,0.025,,,,402,0,67,0,0,0,0,,,,,,
9/21/2022,I,8,470,458,1.656,1.508,72,73,1150,170,0.570,0.030,0.044,100.85,88.28,1.80,,2469,47227,,249,4169,3145,57639,1161,21627,83,1624,33.62,34.39,1215,20924,0.037,0.054,,5308,,384,0,0,0,0,0,399,,,,,,
9/21/2022,IV,10,488,516,1.606,1.183,73,71,1005,147,0.780,0.030,0.035,80.86,57.27,1.42,,2325,35987,,188,2061,2650,41548,1135,18554,69,1097,29.68,30.48,961,17123,0.032,0.098,,1935,,388,0,0,0,0,0,400,,,,,,
9/21/2022,TOT,31,420,430,1.978,1.775,72,72,,438,,,,105.36,116.71,,,12680,238941,,1336,27887,15528,290938,5328,102778,468,9090,36.91,38.04,5911,114075,,,,,,,0,67,0,0,0,799,,,,,,
9/21/2022,V,13,384,402,2.273,2.137,72,72,1130,121,0.540,0.020,0.038,114.00,139.07,1.64,,7886,155727,,899,21657,9733,191751,3032,62597,316,6369,40.07,40.90,3735,76028,0.024,0.051,,20625,,370,0,67,0,0,0,0,,,,,,
9/22/2022,I,8,499,460,1.462,1.506,72,73,1151,145,0.600,0.030,0.045,100.00,88.79,1.85,,2180,49407,,218,4387,2555,60194,1088,22715,40,1664,18.35,33.68,903,21827,0.025,0.070,,2091,,379,0,0,0,0,71,470,,,,,,
9/22/2022,IV,9,498,515,1.410,1.194,73,71,989,140,0.560,0.030,0.045,89.66,59.01,1.54,,2041,38028,,183,2244,2450,43998,1017,19571,64,1161,31.36,30.53,814,17937,0.035,0.045,,2542,,375,0,0,0,0,70,470,,,,,,
9/22/2022,TOT,32,430,429,1.934,1.786,73,72,,415,,,,130.68,117.17,,,12397,251838,,1620,29507,15576,306514,5328,108106,416,9506,33.56,37.75,5546,119621,,,,,,,0,67,0,0,141,940,,,,,,
9/22/2022,V,15,394,400,2.356,2.154,73,72,1154,130,0.520,0.020,0.043,149.09,139.15,1.71,,8176,164403,,1219,22876,10571,202322,3223,65820,312,6681,38.16,40.64,3829,79857,0.031,0.046,,28336,,378,0,67,0,0,0,0,,,,,,
9/23/2022,I,9,457,460,1.549,1.508,73,73,1148,153,0.840,0.050,0.035,96.10,89.12,1.68,,2310,51717,,222,4609,2926,63120,1056,23771,71,1735,30.74,33.55,1030,22857,0.025,0.040,,1998,,375,0,0,0,0,71,541,,,,,,
9/23/2022,IV,10,526,515,1.172,1.193,73,71,1001,126,0.880,0.070,0.031,74.84,59.69,1.72,,1697,39725,,127,2371,2056,46054,893,20464,55,1216,32.41,30.61,694,18631,0.028,0.036,,,,373,0,0,0,0,70,540,,,,,,
9/23/2022,TOT,35,426,429,1.853,1.789,75,72,,399,,,,130.31,117.76,,,11879,263717,,1548,31055,15045,321559,5056,113162,433,9939,36.45,37.69,4988,124609,,,,,,,0,67,0,0,141,1081,,,,,,
9/23/2022,V,16,395,400,2.269,2.159,76,72,1156,120,0.690,0.020,0.025,152.31,139.75,1.72,,7872,172275,,1199,24075,10063,212385,3107,68927,307,6988,39.00,40.56,3264,83121,0.025,0.050,,23371,,381,0,67,0,0,0,0,,,,,,
9/24/2022,I,9,452,459,1.676,1.557,70,72,1146,164,0.610,0.030,0.039,85.23,86.55,1.81,,2499,55716,,213,4822,2980,66100,1087,24858,80,1815,32.01,32.58,957,23814,0.030,0.049,,1993,,386,0,0,0,0,47,588,,,,,,
9/24/2022,IV,9,452,512,1.347,1.242,72,70,998,131,0.860,0.040,0.027,84.57,58.74,1.68,,1951,43176,,165,2536,2087,48141,839,21303,58,1274,29.73,29.51,761,19392,0.027,0.036,,,,375,0,0,0,0,47,587,,,,,,
9/24/2022,TOT,33,411,428,1.983,1.817,74,72,,419,,,,113.63,116.31,,,12708,279425,,1444,32499,15231,336790,5107,118269,471,10410,37.06,37.26,5174,129783,,,,,,,0,67,0,0,94,1175,,,,,,
9/24/2022,V,15,390,400,2.380,2.168,75,72,1158,124,0.630,0.020,0.037,129.09,139.26,1.58,,8258,180533,,1066,25141,10164,222549,3181,72108,333,7321,40.32,40.55,3456,86577,0.025,0.048,,24946,,379,0,67,0,0,0,0,,,,,,
9/25/2022,I,9,480,450,1.547,1.550,73,73,1147,164,0.570,0.030,0.045,98.83,87.42,,,2307,57765,,228,5050,2980,69080,1108,25966,80,1895,34.68,32.81,1012,24826,0.028,0.046,,1999,,391,0,0,0,0,94,682,,,,,,
9/25/2022,IV,10,467,495,1.277,1.238,71,71,1001,136,0.640,0.050,0.035,93.02,60.43,,,1849,44809,,172,2708,2162,50303,864,22167,62,1336,33.53,29.82,808,20200,0.026,0.040,,,,375,0,0,0,0,94,681,,,,,,
9/25/2022,TOT,33,419,422,1.934,1.824,73,72,,429,,,,124.34,116.46,,,12393,292294,,1541,34040,15768,352558,5196,123465,487,10897,39.30,37.28,5573,135356,,,,,,,0,67,0,0,188,1363,,,,,,
