Reporting Date,Furnace,cast,coke_rate_day,coke_rate_cum,productivity_day,productivity_cum,sinter_burden_day,sinter_burden_cum,temperature,Charge,Last-Si,Last-Mn,Last-S,PCI_day,PCI_cum,Coke_ratio_day,Coke_ratio_cum,Hot_metal_day,Hot_Metal_cum,Character Field Length = 10,PCI_day,PCI_cum,Sinter_day,sinter_cum,coke_day,coke_cum,nut_coke_day,nut_coke_cum,nut_coke_rate_day,nut_coke_rate_cum,Ironore_day,Ironore_cum,Sulpher_min,Sulpher_max,H2_top,O2,N2,SlagRate,Pellet_day,Pellet_cum,Pellet_rate_day,Pellet_rate_cum,scrap_day,scrap_cum,fuel_rate_day,fuel_rate_cum,o2_enrichment_day,o2_enrichment_cum,temp_day,temp_cum
3/30/2019,I,6,477,492,1.450,1.266,69,74,,,,,,109.62,97.06,,,2162,56636,,237,5497,2603,69224,1032,27861,,,,,1150,24950,,,,,,,,,,,,,,,,,,
3/30/2019,IV,6,498,480,1.133,1.217,75,75,,,,,,73.74,64.90,,,1641,52878,,121,3432,2439,69758,817,25402,,,,,847,23516,,,,,,,,,,,,,,,,,,
3/30/2019,TOT,24,412,423,1.839,1.730,,,,,,,,140.81,128.46,,,11789,332684,,1660,42736,,,4853,140653,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2019,V,12,376,392,2.301,2.144,78,59,,,,,,163.04,151.49,,,7986,223170,,1302,33807,10954,296935,3004,87390,,,,,6340,202809,,,,,,,,,,,,,,,,,,
7/8/2020,I,6,577,831,0.000,,73,71,,,,,,0.00,0.00,,,1008,4456,,,,1415,6742,582,3701,,,,,517,2750,,,,,,,,,,,,,,,,,,
7/8/2020,IV,,,,0.000,,,0,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,
7/8/2020,TOT,20,417,432,,,63,62,,,,,,124.03,128.90,,,8925,66131,,1107,8524,11731,89171,3720,28572,,,,,6799,54654,,,,,,,,,,,,,,,,,,
7/8/2020,V,14,396,403,0.000,,78,61,,,,,,139.83,138.21,,,7917,61675,,1107,8524,10316,82429,3138,24871,,,,,6282,51904,,,,,,,,,,,,,,,,,,
2/1/2021,I,7,444,444,1.664,1.664,75,75,,,,,,83.84,83.84,,,2481,2481,,208,208,2954,2954,1101,1101,,,,,976,976,,,,,,,,,,,,,,,,,,
2/1/2021,IV,3,634,634,0.774,0.774,74,74,,,,,,88.31,88.31,,,1121,1121,,99,99,1802,1802,711,711,,,,,623,623,,,,,,,,,,,,,,,,,,
2/1/2021,TOT,24,423,423,1.760,1.760,,,,,,,,129.90,129.90,,,11278,11278,,1465,1465,,,4768,4768,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021,V,14,385,385,2.212,2.212,77,61,,,,,,150.86,150.86,,,7676,7676,,1158,1158,10492,10492,2956,2956,,,,,6824,6824,,,,,,,,,,,,,,,,,,
3/1/2021,I,8,436,436,1.588,1.588,74,74,1170,130,0.760,0.030,0.057,98.82,98.82,1.50,,2368,2368,,234,234,2646,2646,1032,1032,,,,,928,928,0.032,0.080,,,,,,,,,,,,,,,,
3/1/2021,IV,7,503,503,1.300,1.300,71,71,998,124,0.760,0.030,0.039,93.52,93.52,1.11,,1882,1882,,176,176,2454,2454,946,946,,,,,1023,1023,0.029,0.041,,,,,,,,,,,,,,,,
3/1/2021,TOT,26,410,410,1.692,1.692,72,72,,351,,,,118.90,118.90,,,10841,10841,,1289,1289,13340,13340,4450,4450,,,,,5074,5074,,,,,,,,,,,,,,,,,,
3/1/2021,V,11,375,375,1.899,1.899,73,73,1180,97,0.810,0.020,0.043,133.36,133.36,1.44,,6591,6591,,879,879,8240,8240,2472,2472,,,,,3123,3123,0.028,0.043,,,,,,,,,,,,,,,,
3/2/2021,I,8,432,434,1.765,1.676,75,75,1170,146,0.830,0.040,0.044,100.72,99.82,1.54,,2631,4999,,265,499,2993,5639,1136,2168,,,,,1002,1930,0.040,0.052,,,,,,,,,,,,,,,,
3/2/2021,IV,7,546,526,1.421,1.360,71,71,998,139,0.870,0.040,0.039,98.69,96.22,1.53,,2057,3939,,203,379,2606,5060,1124,2070,,,,,1079,2102,0.037,0.047,,,,,,,,,,,,,,,,
3/2/2021,TOT,27,419,415,1.937,1.814,113,65,,399,,,,126.36,122.88,,,12417,23258,,1569,2858,15267,28607,5205,9655,,,,,10099,15173,,,,,,,,,,,,,,,,,,
3/2/2021,V,12,381,378,2.227,2.063,72,62,1171,114,0.890,0.030,0.039,142.45,138.27,1.48,,7729,14320,,1101,1980,9668,17908,2945,5417,,,,,8018,11141,0.024,0.038,,,,,,,,,,,,,,,,
3/3/2021,I,12,416,427,2.027,1.793,80,77,1160,163,0.620,0.050,0.040,100.60,100.11,1.57,,3022,8021,,304,803,3400,9039,1258,3426,,,,,836,2766,0.029,0.046,,,,,,,,,,,,,,,,
3/3/2021,IV,,,526,0.000,0.907,,71,,,,,,,96.22,,,,3939,,,379,0,5060,,2070,,,,,0,2102,,,,,,,,,,,,,,,,,,
3/3/2021,TOT,25,382,404,1.797,1.809,181,63,,286,,,,128.85,124.86,,,11517,34775,,1484,4342,13937,42544,4395,14050,,,,,9563,24736,,,,,,,,,,,,,,,,,,
3/3/2021,V,13,369,375,2.448,2.192,73,59,1181,123,0.790,0.030,0.035,138.91,138.51,1.57,,8495,22815,,1180,3160,10537,28445,3137,8554,,,,,8727,19868,0.029,0.048,,,,,,,,,,,,,,,,
3/4/2021,I,9,441,431,1.931,1.828,80,77,1170,164,0.690,0.840,0.044,105.94,101.65,1.66,,2879,10900,,305,1108,3436,12475,1271,4697,,,,,863,3629,0.029,0.044,,,,,,,,,,,,,,,,
3/4/2021,IV,7,496,516,1.278,1.000,73,71,985,117,1.080,0.060,0.025,58.89,84.28,1.20,,1851,5790,,109,488,2251,7311,919,2989,,,,,817,2919,0.025,0.046,,,,,,,,,,,,,,,,
3/4/2021,TOT,30,418,408,2.092,1.880,,,,411,,,,111.56,121.16,,,13410,48185,,1496,5838,,,5609,19659,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2021,V,14,394,380,2.501,2.269,73,58,1178,130,1.150,0.030,0.027,124.65,134.69,1.34,,8680,31495,,1082,4242,10123,38568,3419,11973,,,,,8083,27951,0.026,0.049,,,,,,,,,,,,,,,,
3/5/2021,I,11,407,426,2.131,1.888,78,78,1170,164,0.890,0.060,0.040,98.21,100.87,1.53,,3177,14077,,312,1420,3404,15879,1294,5991,,,,,946,4575,0.036,0.058,,,,,,,,,,,,,,,,
3/5/2021,IV,8,388,472,2.093,1.218,70,71,997,155,0.890,0.070,0.028,55.43,74.37,1.25,,3031,8821,,168,656,3004,10315,1177,4166,,,,,1282,4201,0.027,0.033,,,,,,,,,,,,,,,,
3/5/2021,TOT,19,398,407,0.969,1.697,,,,319,,,,77.32,116.15,,,6208,54393,,480,6318,,,2471,22130,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2021,V,,,380,0.000,1.815,,58,,,,,,,134.69,1.63,,,31495,,,4242,0,38568,,11973,,,,,0,27951,,,,,,,,,,,,,,,,,,
3/6/2021,I,10,440,428,1.899,1.890,76,77,,157,,,,102.44,101.14,,,2831,16908,,290,1710,3311,19190,1246,7237,,,,,1025,5600,,,,,,,,,,,,,,,,,,
3/6/2021,IV,7,514,482,1.828,1.320,70,71,,170,,,,77.07,74.99,,,2647,11468,,204,860,3379,13694,1360,5526,,,,,1416,5617,,,,,,,,,,,,,,,,,,
3/6/2021,TOT,27,419,409,1.933,1.737,317,63,,430,,,,99.12,112.99,,,12389,66782,,1228,7546,15687,80449,5197,27327,,,,,9722,46449,,,,,,,,,,,,,,,,,,
3/6/2021,V,10,375,379,1.992,1.845,74,57,,103,,,,106.21,129.56,,,6911,38406,,734,4976,8997,47565,2591,14564,,,,,7281,35232,,,,,,,,,,,,,,,,,,
3/28/2021,I,9,427,423,1.990,1.832,75,76,1169,171,0.740,0.060,0.032,114.26,104.56,,,2967,76482,,339,7997,3684,88560,1267,32346,,,,,1247,28427,0.032,0.053,,,,,,,,,,,,,,,,
3/28/2021,IV,8,480,472,1.669,1.545,74,73,997,156,0.840,0.040,0.029,95.16,79.37,,,2417,62654,,230,4973,3220,79340,1160,29547,,,,,1107,29060,0.027,0.034,,,,,,,,,,,,,,,,
3/28/2021,TOT,31,415,401,2.158,1.998,,,,458,,,,134.15,120.95,,,13828,358463,,1855,43357,,,5734,143717,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2021,V,14,392,373,2.433,2.257,88,68,1160,131,0.600,0.030,0.043,152.30,138.55,,,8444,219327,,1286,30387,11435,284269,3307,81824,,,,,1528,134745,0.034,0.047,,,,,,,,,,,,,,,,
3/29/2021,I,9,426,423,1.885,1.834,71,76,1168,161,0.900,0.050,0.031,122.06,105.19,1.75,,2810,79286,,343,8340,3416,91976,1197,33543,,,,,1395,29822,0.030,0.042,,,,,,,,,,,,,,,,
3/29/2021,IV,9,430,470,1.867,1.556,71,73,998,158,1.080,0.060,0.028,82.47,79.51,1.21,,2704,65353,,223,5196,3182,82522,1162,30709,,,,,1301,30361,0.028,0.049,,,,,,,,,,,,,,,,
3/29/2021,TOT,31,399,401,2.186,2.004,2117,71,,449,,,,129.58,121.28,,,14007,372457,,1815,45172,17827,469996,5594,149311,,,,,4374,196606,,,,,,,,,,,,,,,,,,
3/29/2021,V,13,381,373,2.448,2.264,87,68,1159,130,0.610,0.030,,147.06,138.87,1.54,,8493,227818,,1249,31636,11229,295498,3235,85059,,,,,1678,136423,0.029,0.045,,,,,,,,,,,,,,,,
3/30/2021,I,12,414,423,1.972,1.838,78,76,1170,164,0.600,0.040,0.054,116.67,105.60,1.23,,2940,82228,,343,8683,3785,95761,1217,34760,,,,,1072,30894,0.032,0.062,,,,,,,,,,,,,,,,
3/30/2021,IV,8,461,470,1.931,1.568,71,73,1000,176,0.500,0.030,0.051,74.39,79.31,1.63,,2796,68135,,208,5404,3616,86138,1288,31997,,,,,1382,31743,0.026,0.051,,,,,,,,,,,,,,,,
3/30/2021,TOT,34,407,401,2.177,2.010,72,69,,468,,,,124.78,121.40,,,13952,386430,,1741,46913,17810,487806,5682,154993,,,,,6806,221416,,,,,,,,,,,,,,,,,,
3/30/2021,V,14,387,374,2.368,2.268,85,66,1160,128,0.890,0.030,0.030,144.84,139.05,1.62,,8216,236067,,1190,32826,10409,305907,3177,88236,,,,,4352,158779,0.021,0.039,,,,,,,,,,,,,,,,
3/31/2021,I,9,391,422,2.076,1.846,82,76,1170,161,0.930,0.050,0.037,107.88,105.68,1.81,,3096,85324,,334,9017,3507,99268,1211,35971,,,,,756,31650,0.037,0.060,,,,,,,,,,,,,,,,
3/31/2021,IV,7,568,472,1.414,1.564,74,73,999,138,1.040,0.070,0.031,61.04,78.78,1.31,,2048,70183,,125,5529,2756,88894,1163,33160,,,,,986,32729,0.031,0.045,,,,,,,,,,,,,,,,
3/31/2021,TOT,31,390,401,2.226,2.017,83,71,,430,,,,116.41,121.22,,,14268,400698,,1661,48574,17255,505111,5569,160562,,,,,3472,204489,,,,,,,,,,,,,,,,,,
3/31/2021,V,15,350,373,2.629,2.279,86,66,1160,131,0.530,0.020,0.059,131.74,138.78,1.57,,9124,245191,,1202,34028,10992,316899,3195,91431,,,,,6869,165648,0.037,0.059,,,,,,,,,,,,,,,,
4/1/2021,I,11,410,410,2.076,2.076,80,80,1170,172,0.790,0.050,0.040,112.73,112.73,1.75,,3096,3096,,349,349,3489,3489,1268,1268,,,,,854,854,0.040,0.055,,,,,,,,,,,,,,,,
4/1/2021,IV,5,472,472,0.958,0.958,74,74,999,184,1.120,0.050,0.030,69.21,69.21,,,1387,1387,,96,96,1628,1628,654,654,,,,,581,581,0.028,0.055,,,,,,,,,,,,,,,,
4/1/2021,TOT,29,422,422,1.954,1.954,73,73,,486,,,,123.68,123.68,,,12524,12524,,1549,1549,15334,15334,5283,5283,,,,,5549,5549,,,,,,,,,,,,,,,,,,
4/1/2021,V,13,418,418,2.317,2.317,84,71,1160,130,0.560,0.020,0.032,137.30,137.30,1.54,,8041,8041,,1104,1104,10217,10217,3361,3361,,,,,4114,4114,0.035,0.053,,,,,,,,,,,,,,,,
4/2/2021,I,10,411,410,1.983,2.030,83,81,1150,159,1.010,0.050,0.027,114.31,113.50,1.60,,2957,6053,,338,687,3492,6981,1216,2484,,,,,739,1593,0.027,0.060,,,,,,,,,,,,,,,,
4/2/2021,IV,5,523,499,1.104,1.031,81,78,984,116,0.960,0.040,0.031,85.73,78.06,1.40,,1598,2985,,137,233,2365,3993,836,1490,,,,,542,1123,0.026,0.032,,,,,,,,,,,,,,,,
4/2/2021,TOT,16,464,435,0.864,1.409,82,82,,293,,,,85.76,112.05,,,5539,18063,,475,2024,7384,22718,2571,7854,,,,,1628,5003,,,,,,,,,,,,,,,,,,
4/2/2021,V,1,527,430,0.284,1.300,81,68,1085,18,,,,0.00,122.33,,,984,9025,,,1104,1527,11744,519,3880,,,,,1345,5459,,,,,,,,,,,,,,,,,,
4/3/2021,I,10,390,404,1.978,2.013,82,82,1170,152,0.580,0.040,0.040,104.78,110.64,1.88,,2949,9002,,309,996,3307,10288,1149,3633,,,,,732,2325,0.026,0.040,,,,,,,,,,,,,,,,
4/3/2021,IV,9,438,470,1.854,1.305,83,80,998,161,0.600,0.030,0.035,80.85,79.38,1.41,,2684,5669,,217,450,3311,7304,1176,2666,,,,,667,1790,0.028,0.047,,,,,,,,,,,,,,,,
4/3/2021,TOT,31,399,419,2.105,1.641,83,82,,432,,,,112.47,112.23,,,13488,31551,,1517,3541,16514,39232,5377,13231,,,,,3415,8418,,,,,,,,,,,,,,,,,,
4/3/2021,V,12,389,411,2.264,1.622,83,69,1180,119,0.700,0.030,0.026,126.16,124.11,1.57,,7855,16880,,991,2095,9896,21640,3052,6932,,,,,4458,9917,0.024,0.038,,,,,,,,,,,,,,,,
4/4/2021,I,9,417,407,1.916,1.988,72,79,,161,0.620,0.050,0.033,114.46,111.56,,,2857,11859,,327,1323,3458,13746,1191,4824,,,,,1324,3649,0.026,0.038,,,,,,,,,,,,,,,,
4/4/2021,IV,8,490,475,1.426,1.335,75,79,,142,0.880,0.050,0.033,98.31,84.43,,,2065,7734,,203,653,2919,10223,1011,3677,,,,,983,2773,0.025,0.034,,,,,,,,,,,,,,,,
4/4/2021,TOT,29,422,420,2.033,1.739,81,82,,430,,,,128.86,117.09,,,13030,44581,,1679,5220,17211,56443,5495,18726,,,,,4025,12443,,,,,,,,,,,,,,,,,,
4/4/2021,V,12,406,409,2.337,1.800,86,70,,127,0.610,0.030,0.029,141.71,129.82,,,8108,24988,,1149,3244,10834,32474,3293,10225,,,,,4016,13933,0.029,0.042,,,,,,,,,,,,,,,,
4/5/2021,I,11,480,419,1.584,1.908,72,78,1170,137,1.080,0.050,0.026,91.87,108.29,1.70,,2362,14221,,217,1540,2645,16391,1134,5958,,,,,1044,4693,0.025,0.064,,,,,,,,,,,,,,,,
4/5/2021,IV,6,498,479,1.011,1.270,73,78,969,90,0.880,0.050,0.027,81.97,84.04,1.80,,1464,9198,,120,773,1745,11968,729,4406,,,,,662,3435,0.024,0.036,,,,,,,,,,,,,,,,
4/5/2021,TOT,18,501,428,0.797,1.551,72,81,,251,,,,106.09,115.96,,,5109,49690,,542,5762,5886,62329,2560,21286,,,,,2267,14710,,,,,,,,,,,,,,,,,,
4/5/2021,V,1,543,416,0.370,1.514,73,69,1079,24,0.720,0.030,0.030,159.78,131.29,,,1283,26271,,205,3449,1496,33970,697,10922,,,,,1330,15263,0.030,0.030,,,,,,,,,,,,,,,,
4/6/2021,I,1,749,428,0.254,1.632,71,77,1170,33,1.480,0.060,0.023,81.79,107.60,1.77,,379,14600,,31,1571,608,16999,284,6242,,,,,243,4936,0.023,0.023,,,,,,,,,,,,,,,,
4/6/2021,IV,8,479,479,1.613,1.328,71,76,998,143,0.570,0.030,0.042,56.08,78.38,1.21,,2336,11534,,131,904,2590,14558,1120,5526,,,,,1064,4499,0.024,0.042,,,,,,,,,,,,,,,,
4/6/2021,TOT,15,501,437,1.093,1.474,73,80,,255,,,,77.78,111.24,,,7007,56697,,545,6307,8929,71258,3509,24795,,,,,3308,18018,,,,,,,,,,,,,,,,,,
4/6/2021,V,6,490,426,1.237,1.468,74,67,1180,79,0.720,0.020,0.043,89.24,125.38,1.98,,4292,30563,,383,3832,5731,39701,2105,13027,,,,,4348,19611,0.026,0.050,,,,,,,,,,,,,,,,
4/7/2021,I,5,448,430,1.152,1.563,72,77,,99,0.780,0.030,0.039,33.20,99.77,1.98,,1717,16317,,57,1628,1960,18959,769,7011,,,,,765,5701,0.032,0.041,,,,,,,,,,,,,,,,
4/7/2021,IV,1,971,488,0.142,1.158,67,76,,18,0.800,0.050,0.034,175.61,80.07,,,205,11739,,36,940,293,14851,199,5725,,,,,142,4641,0.034,0.034,,,,,,,,,,,,,,,,
4/7/2021,TOT,11,535,446,0.857,1.386,74,79,,191,,,,54.63,106.24,,,5491,62188,,300,6607,7456,78714,2936,27731,,,,,2557,20575,,,,,,,,,,,,,,,,,,
4/7/2021,V,5,551,439,1.029,1.405,76,66,,74,0.810,0.020,0.041,58.00,118.33,1.69,,3569,34132,,207,4039,5203,44904,1968,14995,,,,,3499,23110,0.040,0.048,,,,,,,,,,,,,,,,
4/8/2021,I,5,487,436,1.363,1.538,76,77,1150,126,0.750,0.030,0.036,57.58,95.10,1.55,,2032,18349,,117,1745,2566,21525,989,8000,,,,,796,6497,0.036,0.045,,,,,,,,,,,,,,,,
4/8/2021,IV,,,488,0.000,1.013,,76,,,,,,,80.07,,,,11739,,,940,0,14851,,5725,,,,,0,4641,,,,,,,,,,,,,,,,,,
4/8/2021,TOT,11,503,451,1.040,1.343,79,79,,215,,,,48.60,100.66,,,6667,68855,,324,6931,8906,87620,3356,31087,,,,,2362,22937,,,,,,,,,,,,,,,,,,
4/8/2021,V,6,511,448,1.336,1.397,80,66,1050,89,0.850,0.030,0.032,44.66,109.53,1.71,,4635,38767,,207,4246,6340,51244,2367,17362,,,,,3230,26340,0.024,0.050,,,,,,,,,,,,,,,,
4/9/2021,I,2,704,446,0.484,1.421,77,77,1079,61,1.120,0.050,0.025,73.41,94.28,1.50,,722,19071,,53,1798,1203,22728,508,8508,,,,,353,6850,0.025,0.026,,,,,,,,,,,,,,,,
4/9/2021,IV,2,557,492,0.570,0.964,70,76,853,57,1.850,0.070,0.026,7.26,75.29,,,826,12565,,6,946,913,15764,460,6185,,,,,394,5035,,0.026,,,,,,,,,,,,,,,,
4/9/2021,TOT,11,527,458,0.977,1.302,79,79,,206,,,,26.03,94.44,,,6261,75116,,163,7094,8393,96013,3302,34389,,,,,2224,25161,,,,,,,,,,,,,,,,,,
4/9/2021,V,7,495,453,1.358,1.392,81,66,1025,88,0.690,0.020,0.033,22.07,100.05,1.64,,4713,43480,,104,4350,6277,57521,2334,19696,,,,,3485,29825,0.033,0.045,,,,,,,,,,,,,,,,
4/10/2021,I,6,488,450,1.399,1.419,74,77,1158,132,0.500,0.030,0.043,31.64,88.10,,,2086,21157,,66,1864,2693,25421,1017,9525,,,,,940,7790,0.025,0.043,,,,,,,,,,,,,,,,
4/10/2021,IV,6,537,498,1.198,0.988,70,75,1001,124,0.640,0.030,0.038,13.26,67.77,,,1734,14299,,23,969,2366,18130,932,7117,,,,,994,6029,0.028,0.037,,,,,,,,,,,,,,,,
4/10/2021,TOT,24,489,462,1.655,1.338,77,79,,378,,,,53.93,89.43,,,10606,85722,,572,7666,14863,110876,5191,39580,,,,,4372,29533,,,,,,,,,,,,,,,,,,
4/10/2021,V,12,478,456,1.956,1.449,80,66,1100,122,0.580,0.020,0.047,71.18,96.15,,,6786,50266,,483,4833,9804,67325,3242,22938,,,,,5267,35092,0.035,0.047,,,,,,,,,,,,,,,,
4/11/2021,I,7,461,451,1.757,1.450,72,76,1108,155,0.790,0.040,0.035,93.17,88.66,,,2619,23776,,244,2108,3174,28595,1207,10732,,,,,1237,9027,0.028,0.053,,,,,,,,,,,,,,,,
4/11/2021,IV,6,490,497,1.300,1.016,71,74,980,123,0.750,0.040,0.041,74.35,68.53,,,1883,16182,,140,1109,2405,20535,922,8039,,,,,1003,7032,0.027,0.041,,,,,,,,,,,,,,,,
4/11/2021,TOT,26,456,461,1.767,1.377,77,79,,390,,,,109.21,91.74,,,11327,97049,,1237,8903,15440,126316,5161,44741,,,,,4677,34210,,,,,,,,,,,,,,,,,,
4/11/2021,V,13,444,455,1.967,1.496,80,66,1078,112,0.920,0.030,0.031,124.98,99.60,,,6825,57091,,853,5686,9861,77186,3032,25970,,,,,5141,40233,0.027,0.047,,,,,,,,,,,,,,,,
4/12/2021,I,5,462,452,1.474,1.452,72,76,,133,0.750,0.040,0.030,99.18,89.55,1.61,,2198,25974,,218,2326,2745,31340,1015,11747,,,,,1073,10100,,,,,,,,,,,,,,,,,,
4/12/2021,IV,6,455,492,1.383,1.047,72,74,,121,0.640,0.030,0.044,72.93,69.02,1.19,,2002,18184,,146,1255,2381,22916,910,8949,,,,,947,7979,,,,,,,,,,,,,,,,,,
4/12/2021,TOT,23,441,459,1.713,1.405,77,79,,366,,,,102.09,92.79,,,10980,108029,,1121,10024,14995,141311,4842,49583,,,,,4453,38663,,,,,,,,,,,,,,,,,,
4/12/2021,V,12,430,452,1.954,1.534,80,66,,112,0.900,0.030,0.026,111.65,100.88,1.44,,6780,63871,,757,6443,9869,87055,2917,28887,,,,,5321,45554,,,,,,,,,,,,,,,,,,
4/13/2021,I,5,414,449,1.724,1.473,71,75,,140,,,,83.66,89.02,1.49,,2570,28544,,215,2541,2852,34192,1065,12812,,,,,1165,11265,,,,,,,,,,,,,,,,,,
4/13/2021,IV,6,475,491,1.305,1.066,72,74,,118,,,,77.25,69.79,1.32,,1890,20074,,146,1401,2394,25310,898,9847,,,,,912,8891,,,,,,,,,,,,,,,,,,
4/13/2021,TOT,23,442,457,1.782,1.434,73,78,,376,,,,98.95,93.38,,,11420,119449,,1130,11154,14143,155454,5053,54636,,,,,5218,43881,,,,,,,,,,,,,,,,,,
4/13/2021,V,12,444,451,2.006,1.570,74,65,,118,,,,110.49,101.82,1.39,,6960,70831,,769,7212,8897,95952,3090,31977,,,,,6722,52276,,,,,,,,,,,,,,,,,,
4/14/2021,I,6,410,446,1.704,1.489,71,75,,136,,,,88.15,88.95,1.49,,2541,31085,,224,2765,2754,36946,1043,13855,,,,,1149,12414,,,,,,,,,,,,,,,,,,
4/14/2021,IV,7,487,490,1.376,1.088,72,74,,128,,,,74.80,70.24,1.32,,1992,22066,,149,1550,2514,27824,971,10818,,,,,984,9875,,,,,,,,,,,,,,,,,,
4/14/2021,TOT,26,449,457,1.736,1.455,71,77,,380,,,,79.01,92.15,,,11125,130574,,879,12033,13723,169177,4993,59629,,,,,5496,49377,,,,,,,,,,,,,,,,,,
4/14/2021,V,13,452,451,1.900,1.594,72,64,,116,,,,76.76,99.69,1.75,,6592,77423,,506,7718,8455,104407,2979,34956,,,,,6903,59179,,,,,,,,,,,,,,,,,,
4/15/2021,I,7,429,444,1.643,1.499,71,75,,140,0.450,0.020,0.050,87.79,88.87,,,2449,33534,,215,2980,2804,39750,1050,14905,,,,,1171,13585,0.027,0.050,,,,,,,,,,,,,,,,
4/15/2021,IV,7,515,492,1.215,1.097,72,74,,121,0.820,0.030,0.028,84.09,71.27,,,1760,23826,,148,1698,2401,30225,907,11725,,,,,939,10814,0.025,0.033,,,,,,,,,,,,,,,,
4/15/2021,TOT,27,432,455,1.774,1.476,72,77,,378,,,,99.22,92.72,,,11369,141943,,1128,13161,14037,183214,4917,64546,,,,,5566,54943,,,,,,,,,,,,,,,,,,
4/15/2021,V,13,413,448,2.063,1.625,72,64,,117,0.670,0.020,0.027,106.84,100.29,,,7160,84583,,765,8483,8832,113239,2960,37916,,,,,3456,62635,0.027,0.043,,,,,,,,,,,,,,,,
4/16/2021,I,6,455,445,1.478,1.498,71,74,1170,128,0.680,0.030,0.036,100.27,89.57,1.49,,2204,35738,,221,3201,2618,42368,1002,15907,,,,,1044,14629,0.028,0.036,,,,,,,,,,,,,,,,
4/16/2021,IV,8,481,491,1.356,1.113,72,74,995,126,0.690,0.030,0.034,73.87,71.46,1.25,,1963,25789,,145,1843,2504,32729,944,12669,,,,,971,11785,0.026,0.037,,,,,,,,,,,,,,,,
4/16/2021,TOT,27,442,454,1.776,1.495,72,77,,373,,,,101.20,93.35,,,11383,153326,,1152,14313,14094,197308,5026,69572,,,,,5545,60488,,,,,,,,,,,,,,,,,,
4/16/2021,V,13,427,447,2.080,1.653,72,65,1150,119,0.680,0.020,0.030,108.92,100.97,1.75,,7216,91799,,786,9269,8972,122211,3080,40996,,,,,3530,66165,0.024,0.040,,,,,,,,,,,,,,,,
4/17/2021,I,7,453,446,1.526,1.500,72,74,,134,,,,91.39,89.68,,,2276,38014,,208,3409,2747,45115,1032,16939,,,,,1075,15704,,,,,,,,,,,,,,,,,,
4/17/2021,IV,9,442,487,1.471,1.134,72,73,,127,,,,68.08,71.21,,,2130,27919,,145,1988,2534,35263,941,13610,,,,,986,12771,,,,,,,,,,,,,,,,,,
4/17/2021,TOT,28,434,452,1.851,1.516,72,76,,387,,,,104.87,94.18,,,11862,165188,,1244,15557,14747,212055,5150,74722,,,,,5802,66290,,,,,,,,,,,,,,,,,,
4/17/2021,V,12,426,445,2.149,1.683,72,65,,126,,,,119.50,102.36,,,7456,99255,,891,10160,9466,131677,3177,44173,,,,,3741,69906,,,,,,,,,,,,,,,,,,
4/18/2021,I,5,419,444,1.508,1.500,72,74,1170,119,0.870,0.040,0.028,85.37,89.44,,,2249,40263,,192,3601,2468,47583,943,17882,,,,,965,16669,0.028,0.040,,,,,,,,,,,,,,,,
4/18/2021,IV,6,605,493,0.973,1.125,72,73,995,111,0.640,0.040,0.027,70.26,71.16,,,1409,29328,,99,2087,2178,37441,852,14462,,,,,851,13622,0.024,0.039,,,,,,,,,,,,,,,,
4/18/2021,TOT,20,431,451,1.550,1.518,76,76,,330,,,,99.04,94.45,,,9935,175123,,984,16541,14624,226679,4279,79001,,,,,4674,70964,,,,,,,,,,,,,,,,,,
4/18/2021,V,9,396,442,1.809,1.690,78,66,1122,100,0.700,0.020,0.026,110.40,102.84,,,6277,105532,,693,10853,9978,141655,2484,46657,,,,,2858,72764,0.026,0.050,,,,,,,,,,,,,,,,
4/19/2021,I,7,507,447,1.471,1.499,72,74,,112,,,,88.01,89.36,,,2193,42456,,193,3794,2979,50562,1111,18993,,,,,1136,17805,,,,,,,,,,,,,,,,,,
4/19/2021,IV,8,404,486,1.628,1.152,70,73,,128,,,,56.40,70.06,,,2358,31686,,133,2220,2579,40020,953,15415,,,,,1105,14727,,,,,,,,,,,,,,,,,,
4/19/2021,TOT,26,413,449,1.870,1.537,74,69,,356,,,,95.44,94.52,,,11986,187109,,1144,17685,15191,241870,4955,83956,,,,,5413,108468,,,,,,,,,,,,,,,,,,
4/19/2021,V,11,389,439,2.143,1.713,75,67,,116,,,,110.02,103.31,,,7435,112967,,818,11671,9633,151288,2891,49548,,,,,3172,75936,,,,,,,,,,,,,,,,,,
4/20/2021,I,9,439,447,1.861,1.517,73,74,,,,,,97.66,89.87,,,2775,45231,,271,4065,3307,53869,1217,20210,,,,,1211,19016,,,,,,,,,,,,,,,,,,
4/20/2021,IV,7,521,488,1.252,1.157,74,73,,,,,,84.39,70.84,,,1813,33499,,153,2373,2617,42637,945,16360,,,,,907,15634,,,,,,,,,,,,,,,,,,
4/20/2021,TOT,29,411,446,1.988,1.559,75,69,,,,,,108.60,95.42,,,12744,199853,,1384,19069,16450,258320,5240,89196,,,,,5565,114033,,,,,,,,,,,,,,,,,,
